species,process,initial_charge,final_charge,charge_state,degree,n_features,ne_min,ne_max,Te_min,Te_max,Ti_min,Ti_max,n0_by_ne,intercept,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8,coeff_9,r2_score,mae_percent,max_error_percent
N,radiation_line,6,6,6,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-11.004069106251892,0.0,1.857833827767378,13.982606100566436,0.0719738258647189,0.0084856525892257,-8.276889809031196,0.0282821550015077,0.4734907417552475,-0.1053907424397774,0.0581071253901086,0.9785636864200488,6.287445118862516,
N,radiation_tot,-1,-1,-1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-0.8546874334957647,0.0,1.9406214687682808,-0.9605523053734062,0.0103998957667424,-0.0031979674563204,0.434300853758347,-0.0053622977889206,0.0447697911779877,0.0215144040810204,0.0517184949815158,0.9347890536092656,0.8265200648837323,
N,recombination,1,0,0,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,-0.5677198323275673,0.0,0.7302530731099459,-1.0663808437329587,-0.0160305626215985,-0.1456652843600301,0.0554028842643085,,,,,0.9996755150219844,0.02338589309179,0.1454222749301497
N,recombination,2,1,1,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,0.3677607240085083,0.0,0.8089016829967142,-1.080274130865208,-0.0018338410915839,-0.1227588327231524,0.001997859679021,,,,,0.9994912766714708,0.034050243210345,0.1812061291426247
N,recombination,3,2,2,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,0.5392873077215007,0.0,0.9355465495785988,-1.2280672605327971,0.0006284015741618,-0.0895622852014099,0.0655095564410334,,,,,0.9990835986471284,0.0535195278770297,0.2522242580960894
N,recombination,4,3,3,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,0.9772594555172064,0.0,0.95124448833986,-0.6814322946100748,0.0011962194776468,0.0898033249266631,0.0382907773483893,,,,,0.9994571162223536,0.0299211051533783,0.1440418249346275
N,recombination,5,4,4,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,1.1179560168612803,0.0,0.9960287788042896,-0.0917621582712117,0.0002202739084254,0.0913444720174955,-0.0235675931222436,,,,,0.9514336290211368,0.2787311533717487,1.0351647572308185
N,recombination,6,5,5,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,1.2476002279832052,0.0,0.9970439499561362,-0.2752352621605541,-0.0009049104641918,0.1276066649542672,-0.0333727536679143,,,,,0.978869975868119,0.1786540991409854,0.780600746344019
N,recombination,7,6,6,2,2,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,1.179541729095431,0.0,1.0093121743597633,-0.7980641517470676,0.0017849458344456,-0.0153608973037532,-0.0189836711166284,,,,,0.9999030540908196,0.0134168370148532,0.0934569835506947
Ne,charge_exchange,0,0,0,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,4.768470150901658,0.0,0.9997060375628946,-1.4725970877192738e-11,0.4996098377006095,,,,,,,1.0,1.2295285581019398e-09,3.287972738490031e-09
Ne,charge_exchange,1,1,1,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.090570150901658,0.0,0.9997060375628944,-1.4725972275246774e-11,0.4996098377006096,,,,,,,1.0,1.229528854025988e-09,3.287972871881184e-09
Ne,charge_exchange,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.27898917808717,0.0,0.9997060491407262,-6.185170358787555e-08,0.4996111942869517,-4.349090160191916e-08,1.9423667384686368e-08,-1.381887870493146e-06,-3.926312687246724e-08,3.469351534726018e-08,2.402923752603989e-07,0.9999999999955476,1.9845918548928264e-06,1.6117362082328938e-05
Ne,charge_exchange,3,3,3,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.412670150901659,0.0,0.9997060375628948,-1.4725984977557898e-11,0.4996098377006095,,,,,,,1.0,1.229528407224949e-09,3.287968617123985e-09
Ne,charge_exchange,4,4,4,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.516360150901658,0.0,0.9997060375628946,-1.4725971606175955e-11,0.4996098377006093,,,,,,,1.0,1.229528628920525e-09,3.287968571167548e-09
Ne,charge_exchange,5,5,5,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.601090150901658,0.0,0.9997060375628946,-1.4725954649790326e-11,0.4996098377006096,,,,,,,1.0,1.2295286495243014e-09,3.2879667360657166e-09
Ne,charge_exchange,6,6,6,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.672720150901658,0.0,0.9997060375628948,-1.4725970877192738e-11,0.4996098377006095,,,,,,,1.0,1.2295284307721864e-09,3.2879685747985436e-09
Ne,charge_exchange,7,7,7,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.7347701509016575,0.0,0.9997060375628946,-1.4725965225064197e-11,0.4996098377006096,,,,,,,1.0,1.2295285595490503e-09,3.287972759188839e-09
Ne,charge_exchange,8,8,8,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.7895081421311305,0.0,0.9997059763837496,-4.622839835402844e-08,0.4996096886008387,-1.886143888125812e-07,-1.2480788336244553e-08,-2.191544345507208e-06,1.1929376554952326e-08,-1.091202808008851e-07,3.175143205071829e-07,0.9999999999887428,3.241078303506886e-06,1.986641717188988e-05
Ne,charge_exchange,9,9,9,1,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,,5.838470150901658,0.0,0.9997060375628948,-1.4725963827010158e-11,0.4996098377006095,,,,,,,1.0,1.2295283886365686e-09,3.2879686793197516e-09
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-22.6129003701629,0.0,-0.1633239171029732,-0.5716762368219491,-0.0162380099022487,-0.0007557064378954,0.6308250622969662,0.0052542023836015,0.4200887026899692,0.0111617024857644,0.0259552087247438,0.4177014010658284,3.2185005884741615e-08,4.31885713422705e-06
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-22.49387449068361,0.0,-0.1641412537730629,-0.7385087159592183,0.0292081477860104,-0.0029677223881936,0.8041175405339449,0.0121457281613354,0.4083329810160033,0.0173512964612719,-0.1039903721288981,0.4496543162120779,6.69554551360495e-08,1.190660506595978e-05
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-21.821728327068964,0.0,-0.1767171178967102,-1.70784549751665,0.2702374399305177,-0.0101626503788008,1.7086355889410698,0.0353783887959315,0.3735152064489537,0.065311845257856,-0.73059896368273,0.6170235095250192,2.132601342918077e-06,0.000685555466935
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-19.820939052975888,0.0,-0.2618289091645316,-4.739096880954512,0.9698000849375228,-0.0100566977833346,3.6804901562618473,0.0860037050359586,0.4513916926727285,0.0844429371527614,-2.047874906357747,0.8804074412263403,0.0003563154291247,0.0809992380544484
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-16.267975332302022,0.0,-0.243588821225473,-9.31050846370502,2.8243807531336538,-0.089258737306572,3.407921525980723,0.4961739153565561,0.4518916461040895,-0.05487278715109,-1.7984004282835693,0.9776200101381884,0.3487698703300961,72.19429892654657
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-9.531985545330908,0.0,-0.2034799051820159,-7.293688204222477,3.907822737703,-0.0539394541116326,1.0988950200337049,-0.2198420250266906,0.3455135314830181,0.0001244055791894,2.16974604926909,0.9980103087763388,0.3603298125178435,16.814953876888627
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-3.5329200234523803,0.0,-0.1741369948976445,-3.998433989256619,2.3384889658151327,-0.0444623958460449,0.5111216169847659,-0.1589180080905597,0.2919572152517197,0.0090823181510933,1.1326992262693605,0.9988226312828928,0.5446914174010971,8.07250936985962
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,0.1350018973620223,0.0,-0.1597273764405356,-2.5911196886459424,1.4463022525198186,-0.0385372924437322,0.3459265719367573,-0.0675158341371868,0.273837843573619,0.0089698491070417,0.3507134366721747,0.9975321695818584,0.9608363407945848,6.541429647754654
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,2.73301097588174,0.0,-0.1563775841857138,-2.266378905017379,1.1849627337909387,-0.0375984172022929,0.330426746503581,-0.0131578977136932,0.2743914504824446,0.0067619456439741,0.0602644431540521,0.9954425890973928,0.6429197442640507,5.243485501637357
Ne,fZ,0,0,0,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,5.072854503260259,0.0,-0.1559193468337348,-2.225303137698009,1.1491702930139558,-0.0375393556620283,0.3297513380320321,-0.0035736949138802,0.2748252426315474,0.006207022492426,0.0172276379302472,0.9949912040568044,0.1125481106230372,2.134510766234321
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-19.72037811280846,0.0,-0.3101281854643299,-4.87835613678095,-0.0570569928802737,-0.0059073510232897,4.089740836632198,-0.0314255926072791,0.5095954222430062,0.0953719089869378,0.0609646396579659,0.8514164363433572,0.0005252674926834,0.0389428446018026
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-19.59622682667215,0.0,-0.3017253577239719,-5.065044589676591,0.0259938827873847,-0.005573483434571,4.195480372409519,-0.0165293700544123,0.4823593526316312,0.1095206478635598,-0.1249285613207111,0.8589991500799189,0.000689162715938,0.0605164747391668
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-18.83533189104003,0.0,-0.2655136591071332,-6.223058004230849,0.4673471967906101,-0.0003100448980207,4.72762253469903,0.0655656210074649,0.3789909216038281,0.1229440540516003,-1.0066173678496235,0.9037417100819408,0.0032069166946234,0.3992252761980309
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-16.708235522991853,0.0,-0.1319945439699734,-9.49471234673503,1.547076036531509,-0.0321248441188211,4.969205945088319,0.2254466634170618,0.2341133766396204,0.1008763301564192,-2.1214398682480216,0.9740658419030884,0.3806086092431258,68.3886403576129
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-12.04092217285674,0.0,-0.0824534437444214,-10.258087469425885,4.271492776739272,-0.0361445301926457,2.0462487682313832,0.0727184401902714,0.1807599482460809,-0.0748009452087696,2.4070533341241047,0.9908920276766772,1.1678755910065266,45.34753586411769
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-5.25201708867326,0.0,-0.0492920607795458,-5.290505187452863,2.80951194327402,-0.0169437000010855,0.9360787804233174,-0.2209222832697825,0.0649140469997838,0.0182738123457224,2.0738123855576736,0.9959803805964286,1.040823894044513,37.07445730375073
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-1.697379321834564,0.0,0.064446574930889,-1.6502270947036035,1.1211191407924868,0.002197614796915,-0.0628068209814359,-0.178974187695262,-0.1698918485043164,0.0270916508988687,1.6311156909532631,0.9392334903569052,4.200261849782992,28.361913163365596
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-1.1801622298838683,0.0,0.1437670662346908,1.3269370599519323,-0.4203650947809444,0.0368943918910451,-0.5653233731576531,-0.1861425943478596,-0.2856237052987209,0.0185813964193412,1.0571009618937082,0.9698848852073656,2.2937232083897854,11.524721237400303
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-2.797209491798089,0.0,0.1551905700224583,2.194324303885447,-1.120556470519462,0.0379096317898833,-0.3429194810553612,-0.0097216869843582,-0.2767242832968022,-0.003632859935744,0.0350607751928204,0.9948591419906976,0.6328731014346463,5.353008720070424
Ne,fZ,1,1,1,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-5.077365479915981,0.0,0.1558586203468935,2.2203206666799087,-1.1447659285480605,0.0375378415570166,-0.3298363491251975,0.0022934513369357,-0.2749020108147188,-0.0061103293891019,-0.0116867407307157,0.9949351223950924,0.1121220142203589,2.0859823072591475
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-16.3557058496052,0.0,-0.2513878033826003,-10.176225440407446,-0.0334367835519707,0.0086954818996234,6.154452348917449,-0.0087613548191894,0.3184249071866772,0.0473751660629347,-0.0719621379455918,0.9545477653482944,0.5623558995961294,46.71716155640594
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-16.253863532509158,0.0,-0.2404826121189637,-10.32677945276419,0.0687850569693713,0.00680182346292,6.141265670015741,0.0199526490456087,0.30169431148306,0.0585264154141665,-0.2266488505447282,0.9570426546262428,0.6686550230217262,47.90515503405583
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-15.618065037519338,0.0,-0.1687369786827366,-11.27926937818478,0.6577007955258755,-0.0094820067600377,5.920046765569612,0.1362509287489056,0.2173794920455334,0.080391813828244,-0.9691760895467904,0.9686098538578136,1.458315985751803,58.254636152339046
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-13.286479795202728,0.0,-0.0728728687711253,-13.131761220546045,2.7249639282087106,-0.0398037801796405,3.602884463900319,0.5143852916657594,0.0776204679605572,-0.1350809022373612,-0.2521706883459905,0.977171407053612,2.3308209003191944,54.32282253077402
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-7.226295472722342,0.0,-0.0128375352652494,-8.691704837457202,3.499046520871475,0.0043895616718476,1.1723566464993556,-0.2167256939227644,-0.0803897411236899,0.0134360106423264,3.103846328066836,0.9934190626336012,1.875010500444685,51.17139255692519
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-2.5456830406315327,0.0,0.0627222944913768,-3.252550528909143,1.6861644848968225,0.0065196167272935,-0.154574561958463,-0.2029449071436594,-0.1430186315465594,-0.0139109546247809,2.2799591398973527,0.9339991462017614,6.944856481200628,49.761949314955466
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-1.4031757412893024,0.0,0.1413873829921051,1.0450946304336557,-0.0958218618224172,0.0271466811413535,-1.368902132566748,-0.247702245256645,-0.2877116043511828,0.0010723581679868,1.8810336934736616,0.8791927407046869,6.5097784159915975,25.863808346947582
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-3.402935588131971,0.0,0.2034000394911887,3.509514333284154,-1.700221411178806,0.0489430541145423,-1.4722221512196196,-0.0945449545232339,-0.3940930345036321,0.0124300715116397,0.5926125183396194,0.986921197484169,2.1717063351161103,15.773218846730842
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-7.304172185513344,0.0,0.229673526183412,4.264866465652955,-2.1558325908988336,0.0566313391836905,-1.3771757987021371,-0.0246752101946952,-0.4186544102450367,-0.0063165771761654,0.1584049352491001,0.9913845281048984,0.1742220807780561,3.397043336483172
Ne,fZ,2,2,2,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-11.76142065806597,0.0,0.234365054286797,4.439976074655997,-2.268893003688698,0.0573689613151267,-1.3220522129576702,5.858714240186313e-05,-0.419704509665334,-0.0135725339379357,-0.000279935912564,0.991767406486249,0.0029287174670065,0.0946285235507693
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-13.799773417848057,0.0,-0.2006165587420222,-14.225291924227427,0.0424573199662532,-0.0076027606867629,6.011669483786124,0.0071501639059273,0.321615435713124,-0.0678346748782371,-0.1750873761170263,0.9590266844334596,2.600500277005293,29.925148837715
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-13.71153244991995,0.0,-0.1895824269577278,-14.318319986321846,0.1870324183907182,-0.0101267066655984,5.829626592488634,0.0530046405185994,0.3096542945481745,-0.0576999890534764,-0.2638724406620208,0.9610081299390556,2.637082238255299,31.3700188570067
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-13.16952562339385,0.0,-0.1492911866636647,-14.756438864036062,0.9835158635764644,-0.0094573950726107,4.601093337358938,0.2465288613664974,0.2135662791696743,-0.0731458112701602,-0.4595579626127934,0.9650524578758858,2.8288056494952896,43.00953637758067
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-10.040471001838084,0.0,-0.0790110437745101,-12.271513263980982,3.3857594767042003,-0.0053940510925248,1.276829810992431,0.044216381357712,0.0082909612272653,-0.0328823074309456,3.262050745727949,0.9782995681997392,4.613408252179712,83.69799895926866
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-4.854339655820098,0.0,-3.1159361815389726e-05,-5.347644439899453,2.348671645494157,-0.001487385962794,-0.4696747894485186,-0.202755722848882,-0.0443140330623941,-0.0203108117207214,3.1950192300259963,0.9295875696701216,8.278816168477185,56.487575489938656
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-2.501625442593451,0.0,0.0682178098850434,0.3786499179602167,0.5614994495790707,0.0019676871921793,-1.8036915558682685,-0.2144052995404462,-0.1094155079743896,-0.0338317974172039,2.4466851417347666,0.7441680914286393,8.781239899515288,35.04497405509961
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-3.642908113864873,0.0,0.1361280771116499,4.399136891817833,-1.4289426865298602,0.024520081909134,-2.446326730656525,-0.2097662886416707,-0.2713250105455816,0.0167237292454753,1.3224353255882837,0.959388225425458,5.876386049246823,29.287993282311835
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-7.995482866851719,0.0,0.2193937354291835,6.492436660066743,-2.66872491610101,0.0472331280945335,-2.8051679810738346,-0.1131336084526757,-0.3989741486258823,0.0006444986248919,0.7370024464220727,0.98286114788462,0.940550515029818,12.941317219047688
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-13.817640555548058,0.0,0.1945213885865464,7.150249915037962,-3.1118277538166423,0.0540223609178938,-2.3967544281631787,0.0180874505366444,-0.2953757299378968,-0.0593191094234901,-0.3048190824134631,0.9884456887501284,0.0063289616125869,0.1879663597745308
Ne,fZ,3,3,3,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-18.957160518160897,0.0,0.061891299327958,4.975005793584136,-2.638617011578714,0.0432121516764732,-0.4090576011780452,0.0902837376086146,-0.0694479600803577,-0.0007115529324622,-1.7638774200108334,0.9665391089404072,2.680287719782443e-05,0.0025091434605704
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-12.647920852442368,0.0,-0.1270053315661493,-15.576548053209828,0.1626742551604761,0.0108494026836135,2.883568720922125,0.053358013552106,0.0944204232564242,-0.12858401501878,-0.2594661652823661,0.9232812160580984,10.740018018350412,94.76366608598556
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-12.504230314746,0.0,-0.1496126877235142,-15.52800808254424,0.4209592998273165,0.0041950285751532,2.456227271772633,0.1172367631714734,0.0645751681555664,-0.1561187278638476,-0.1841822011900896,0.9277843816277273,10.72977595391023,95.06544888840962
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-11.266553884388331,0.0,-0.1266153686236055,-14.183766921249951,1.8941716310836056,-0.0143337350350118,0.6287186805205903,0.3144558820711713,0.0221368231342794,-0.0934357099212419,1.705119449325419,0.9447148339089788,10.845495633624015,96.28201377242073
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-7.311958465132053,0.0,-0.0369197234858847,-8.17788626183732,2.476337084033086,-0.0038768568020974,-0.926359309311902,-0.0604817303341108,-0.0477032994503631,-0.0551297271910388,3.312497944489736,0.911418356600718,9.904106463408311,63.7123805293288
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-4.207013765221253,0.0,0.0382298078309824,-1.2461635708968186,1.2415843303895502,-0.005589030502957,-2.5732726579858936,-0.1990591406876855,-0.0736343308491478,-0.0469968225236301,3.230369966588563,0.7155785527654908,9.172959134433253,46.55656187520464
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0999999999999999,-4.073382020293956,0.0,0.0823526298783878,4.586087132382771,-0.6566572928565398,0.0097144070146057,-3.623604845670666,-0.2653383586472481,-0.1215360269432621,-0.0255763679609527,2.3567543701196563,0.9181005387670782,10.004016072728351,32.34955057032807
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1.0,-7.609043345511744,0.0,0.1490037375814814,8.07901780340689,-2.4466762712440127,0.0127854514101103,-4.20760640788698,-0.1271041313801613,-0.2447359130779021,-0.0321547528602224,1.1020386409058365,0.969658288504894,4.184053777637621,28.734315615888047
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,10.0,-13.20756393930546,0.0,0.1356616889495202,8.99577111604475,-3.33044058345747,0.0447033764542496,-3.248045796257164,-0.0809512294872489,-0.1978704866512299,0.0092916018201506,-0.4332260754309427,0.9801023166000477,0.0591108979930967,1.8637307427412169
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,100.0,-18.671548504006083,0.0,0.0146999128813389,5.7346075217336505,-3.093615174906252,0.0498837805462002,-0.1647049314146177,0.1085725082395651,-0.0245297719066328,0.0547097341471171,-2.603796876354408,0.9506498516472393,0.0002742917319522,0.0381264366690335
Ne,fZ,4,4,4,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1000.0,-22.487663615775105,0.0,0.0157873782238553,0.5985387348259908,-0.6360730947654911,-0.0126571016149917,0.3405007161766046,0.380260905259074,0.0524118031474654,-0.0641842841349696,-1.313663666347335,0.8043426123561506,1.2512417593555096e-08,6.347813314021795e-07
Ne,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-06,-12.120883102001772,0.0,-0.0355769074152949,-12.90452264311068,0.2054626384781043,0.0063551738584581,-2.4817350796395914,0.037353627320203,-0.2189055972619747,-0.0982955012500544,-0.139313948514482,0.8888595742424084,8.880059233693851,62.51946543470975
Ne,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,1e-05,-11.60180537641781,0.0,-0.0204737259657265,-12.2307063080863,0.7387212516274911,-0.0072574524238105,-2.699742630053394,0.1754298488782887,-0.2049792950136922,-0.0907960959532088,0.6103186603210025,0.8906199559028253,8.729764769504952,62.36865557071334
Ne,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.0001,-9.170930092605598,0.0,0.0228791416591015,-8.595793297876897,1.813060076622059,-0.0106118442703621,-2.6506762215771595,0.0955010590934389,-0.1794941262828849,-0.0746165586071482,2.362394777842998,0.8369021346577029,8.933861295376811,62.41669318330717
Ne,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.001,-6.272564825315574,0.0,0.0489110578054192,-2.7017148449546355,1.5334818229177392,-0.0110327275940643,-3.704998024462542,-0.0898680181147562,-0.1259774907652875,-0.1124257869353432,3.1074948954836223,0.6692360381800811,9.97322018021368,58.79680458124956
Ne,fZ,5,5,5,2,3,12.000023269510733,13.99943534657226,1.0000614376907648,2.999115406500877,1.000482009370269,2.9989213621193462,0.01,-5.217359270390784,0.0,0.0552358053484763,4.164504053042001,0.1919347987273889,0.0009489322209157,-5.284576345553541,-0.2152845108890073,-0.0910229346939661,-0.075907160393401,3.3141930211233985,0.8440033165151661,13.936927226592664,45.51731998760166
